Epithelial_sc	CDH1
Epithelial_sc	CLDN7
Epithelial_sc	EPCAM
Epithelial_sc	HMGCS2
Epithelial_sc	KLK1
Epithelial_sc	LGALS4
Epithelial_sc	SMIM22
Erythrocyte_sc	AHSP
Erythrocyte_sc	CA1
Erythrocyte_sc	ERMAP
Erythrocyte_sc	HBB
Erythrocyte_sc	HBD
Erythrocyte_sc	KCNN4
Erythrocyte_sc	PAN3
Erythrocyte_sc	TPM1
ExhCD8Tcell_l_Danaher17	CD244
ExhCD8Tcell_l_Danaher17	EOMES
ExhCD8Tcell_l_Danaher17	LAG3
ExhCD8Tcell_l_Danaher17	PTGER4
ExhCD8Tcell_sc	CD38
ExhCD8Tcell_sc	ENTPD1
ExhCD8Tcell_sc	HAVCR2
ExhCD8Tcell_sc	LAG3
ExhCD8Tcell_sc	PDCD1
ExhCD8Tcell_sc	TOX
ExhTcell_Jiang	ABCB1
ExhTcell_Jiang	ABI3
ExhTcell_Jiang	ADRB2
ExhTcell_Jiang	BCKDHB
ExhTcell_Jiang	BTG1
ExhTcell_Jiang	C1QC
ExhTcell_Jiang	CAMK2N1
ExhTcell_Jiang	CD69
ExhTcell_Jiang	CPEB1
ExhTcell_Jiang	CTSS
ExhTcell_Jiang	CUEDC1
ExhTcell_Jiang	CYSLTR2
ExhTcell_Jiang	DEDD2
ExhTcell_Jiang	DHX58
ExhTcell_Jiang	DSEL
ExhTcell_Jiang	DUSP1
ExhTcell_Jiang	DUSP26
ExhTcell_Jiang	FOSB
ExhTcell_Jiang	HSPA1A
ExhTcell_Jiang	HSPA1B
ExhTcell_Jiang	IFIT1B
ExhTcell_Jiang	IFIT3
ExhTcell_Jiang	JUN
ExhTcell_Jiang	MACC1
ExhTcell_Jiang	NR4A2
ExhTcell_Jiang	NR4A3
ExhTcell_Jiang	POU6F1
ExhTcell_Jiang	RGS1
ExhTcell_Jiang	RGS16
ExhTcell_Jiang	RGS2
ExhTcell_Jiang	RNF166
ExhTcell_Jiang	RTP4
ExhTcell_Jiang	SAMD3
ExhTcell_Jiang	SFN
ExhTcell_Jiang	SKI
ExhTcell_Jiang	SLC14A1
ExhTcell_Jiang	SPATA20
ExhTcell_Jiang	SPP1
ExhTcell_Jiang	SYCP2L
ExhTcell_Jiang	TF
